trial	Category	Subcategory	tarnb	Example	tarloc	tarname	dist1name	dist2name	exemplar1	exemplar2	exemplar3	exemplar4	exemplar5	exemplar6	Task
365	WadingBirds	GreatBlueHeron	2	4	1	GreatBlueHeron10.bmp	GlossyIbis05.bmp	GlossyIbis08.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
366	WadingBirds	WoodStork	6	3	1	WoodStork05.bmp	WhoopingCrane10.bmp	RoseateSpoonbill09.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
367	WadingBirds	Black-crownedNight-Heron	1	3	1	Black-crownedNight-Heron08.bmp	LeastBittern02.bmp	LeastBittern09.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
368	WadingBirds	GreatBlueHeron	2	2	2	GreatBlueHeron06.bmp	LittleBlueHeron03.bmp	LittleBlueHeron07.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
369	WadingBirds	GreatEgret	3	2	3	GreatEgret07.bmp	ReddishEgret08.bmp	TricoloredHeron03.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
370	WadingBirds	Limpkin	4	4	2	Limpkin08.bmp	GlossyIbis03.bmp	RoseateSpoonbill07.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
371	WadingBirds	GreatEgret	3	3	2	GreatEgret08.bmp	LittleBlueHeron05.bmp	LittleBlueHeron08.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
372	WadingBirds	GreatBlueHeron	2	3	1	GreatBlueHeron08.bmp	GlossyIbis05.bmp	GlossyIbis08.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
373	WadingBirds	Black-crownedNight-Heron	1	2	2	Black-crownedNight-Heron07.bmp	GreenHeron09.bmp	LeastBittern05.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
374	WadingBirds	WoodStork	6	2	2	WoodStork03.bmp	TricoloredHeron10.bmp	WhiteIbis04.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
375	WadingBirds	SnowyEgret	5	4	3	SnowyEgret10.bmp	ReddishEgret04.bmp	TricoloredHeron02.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
376	WadingBirds	WoodStork	6	4	1	WoodStork08.bmp	RoseateSpoonbill10.bmp	WhiteIbis03.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
377	WadingBirds	SnowyEgret	5	3	1	SnowyEgret09.bmp	CattleEgret04.bmp	CattleEgret06.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
378	WadingBirds	Limpkin	4	3	2	Limpkin06.bmp	SandhillCrane05.bmp	SandhillCrane07.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
379	WadingBirds	GreatEgret	3	4	3	GreatEgret09.bmp	TricoloredHeron05.bmp	WhoopingCrane10.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
380	WadingBirds	Limpkin	4	2	1	Limpkin04.bmp	GlossyIbis04.bmp	SandhillCrane03.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
381	WadingBirds	Black-crownedNight-Heron	1	4	3	Black-crownedNight-Heron09.bmp	LeastBittern08.bmp	LeastBittern10.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
382	WadingBirds	SnowyEgret	5	2	2	SnowyEgret08.bmp	CattleEgret01.bmp	ReddishEgret07.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
383	WadingBirds	GreatBlueHeron	2	4	3	GreatBlueHeron10.bmp	GlossyIbis07.bmp	GlossyIbis06.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
384	WadingBirds	WoodStork	6	3	2	WoodStork05.bmp	WhiteIbis02.bmp	WhiteIbis07.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
