trial	Category	Subcategory	tarnb	Example	tarloc	tarname	dist1name	dist2name	exemplar1	exemplar2	exemplar3	exemplar4	exemplar5	exemplar6	Task
264	Owls	NorthernSawwhetOwl	4	3	2	NorthernSawwhetOwl08.bmp	ShortearedOwl05.bmp	NorthernPygmyOwl05.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
265	Owls	EurasianEagleOwl	3	4	1	EurasianEagleOwl11.bmp	EasternScreechOwlRM11.bmp	GreatHornedOwl04.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
266	Owls	NorthernSawwhetOwl	4	2	3	NorthernSawwhetOwl07.bmp	FlammulatedOwl08.bmp	NorthernPygmyOwl02.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
267	Owls	ElfOwl	1	4	2	ElfOwl06.bmp	BurrowingOwl10.bmp	SpottedOwl01.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
268	Owls	SnowyOwl	5	2	2	SnowyOwl02.bmp	BarnOwl06.bmp	BarnOwl08.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
269	Owls	BarredOwl	2	4	1	BarredOwl10.bmp	SpottedOwl02.bmp	BorealOwl04.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
270	Owls	WhiskeredScreechOwl	6	3	1	WhiskeredScreechOwl05.bmp	NorthernHawkOwl10.bmp	SpottedOwl09.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
271	Owls	ElfOwl	1	3	1	ElfOwl01.bmp	BorealOwl09.bmp	BurrowingOwl01.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
272	Owls	BarredOwl	2	2	2	BarredOwl05.bmp	GreatGrayOwl02.bmp	GreatGrayOwl05.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
273	Owls	EurasianEagleOwl	3	2	3	EurasianEagleOwl10.bmp	EasternScreechOwlRM07.bmp	GreatHornedOwl10.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
274	Owls	NorthernSawwhetOwl	4	4	2	NorthernSawwhetOwl09.bmp	NorthernHawkOwl10.bmp	ShortearedOwl02.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
275	Owls	EurasianEagleOwl	3	3	2	EurasianEagleOwl09.bmp	EasternScreechOwlRM11.bmp	GreatHornedOwl02.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
276	Owls	BarredOwl	2	3	1	BarredOwl08.bmp	BorealOwl04.bmp	GreatGrayOwl03.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
277	Owls	ElfOwl	1	2	2	ElfOwl09.bmp	BurrowingOwl07.bmp	BurrowingOwl10.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
278	Owls	WhiskeredScreechOwl	6	2	2	WhiskeredScreechOwl04.bmp	SpottedOwl09.bmp	SpottedOwl11.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
279	Owls	SnowyOwl	5	4	3	SnowyOwl06.bmp	BarnOwl05.bmp	BarnOwl06.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
280	Owls	WhiskeredScreechOwl	6	4	1	WhiskeredScreechOwl07.bmp	LongearedOwl02.bmp	NorthernPygmyOwl07.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
281	Owls	SnowyOwl	5	3	1	SnowyOwl03.bmp	BarnOwl08.bmp	BarnOwl10.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
282	Owls	NorthernSawwhetOwl	4	3	2	NorthernSawwhetOwl08.bmp	FlammulatedOwl08.bmp	ShortearedOwl06.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
283	Owls	EurasianEagleOwl	3	4	3	EurasianEagleOwl11.bmp	EasternScreechOwlRM06.bmp	EasternScreechOwlRM07.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
284	Owls	NorthernSawwhetOwl	4	2	1	NorthernSawwhetOwl07.bmp	FlammulatedOwl07.bmp	FlammulatedOwl09.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
285	Owls	ElfOwl	1	4	3	ElfOwl06.bmp	FlammulatedOwl06.bmp	NorthernPygmyOwl02.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
286	Owls	SnowyOwl	5	2	2	SnowyOwl02.bmp	BarnOwl03.bmp	BarnOwl09.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
287	Owls	BarredOwl	2	4	3	BarredOwl10.bmp	BorealOwl08.bmp	BorealOwl10.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
288	Owls	WhiskeredScreechOwl	6	3	2	WhiskeredScreechOwl05.bmp	NorthernPygmyOwl05.bmp	ShortearedOwl01.bmp	ElfOwl04.bmp	BarredOwl01.bmp	EurasianEagleOwl12.bmp	NorthernSawwhetOwl01.bmp	SnowyOwl01.bmp	WhiskeredScreechOwl03.bmp	Different
289	Planes	707	1	1	1	707_1.bmp	747_2.bmp	767_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Same
290	Planes	717	2	1	3	717_1.bmp	747_1.bmp	777_1.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Same
291	Planes	C5Galaxy	3	1	2	C5Galaxy_1.bmp	C141Starlifter_4.bmp	C141Starlifter_1.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Same
292	Planes	StearmanPT13	4	1	2	StearmanPT13_1.bmp	FairchildFC2_2.bmp	FairchildFC2_1.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Same
293	Planes	SU47	5	1	1	SU47_1.bmp	F15_1.bmp	MikoyanMiG29_1.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Same
294	Planes	T6Texan	6	1	2	T6Texan_1.bmp	SeverskyP35_1.bmp	SeverskyP35_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Same
295	Planes	707	1	1	1	707_1.bmp	757_1.bmp	737_1.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Same
296	Planes	717	2	1	2	717_1.bmp	727_1.bmp	737_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Same
297	Planes	C5Galaxy	3	1	3	C5Galaxy_1.bmp	Saab29_2.bmp	C141Starlifter_3.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Same
298	Planes	StearmanPT13	4	1	2	StearmanPT13_1.bmp	RearwinSportster_2.bmp	RearwinSportster_1.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Same
299	Planes	SU47	5	1	1	SU47_1.bmp	F15_2.bmp	F16_1.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Same
300	Planes	T6Texan	6	1	1	T6Texan_1.bmp	LavochkinLa9_2.bmp	NakajimaKi43_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Same
301	Planes	707	1	3	2	707_3.bmp	757_1.bmp	767_1.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
302	Planes	717	2	2	2	717_2.bmp	727_2.bmp	777_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
303	Planes	C5Galaxy	3	2	3	C5Galaxy_2.bmp	Saab29_2.bmp	C141Starlifter_5.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
304	Planes	StearmanPT13	4	4	1	StearmanPT13_4.bmp	RearwinSportster_1.bmp	AeroncaL3B_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
305	Planes	C5Galaxy	3	3	1	C5Galaxy_3.bmp	C141Starlifter_3.bmp	C141Starlifter_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
306	Planes	717	2	3	2	717_3.bmp	airbus_1.bmp	airbus_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
307	Planes	707	1	2	3	707_2.bmp	md11_2.bmp	737_1.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
308	Planes	T6Texan	6	2	1	T6Texan_2.bmp	CACBoomerang_2.bmp	CACBoomerang_1.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
309	Planes	SU47	5	4	3	SU47_4.bmp	F16_1.bmp	X35JointStrikeFighter_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
310	Planes	T6Texan	6	4	2	T6Texan_4.bmp	NakajimaKi43_1.bmp	NakajimaKi43_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
311	Planes	SU47	5	3	3	SU47_3.bmp	F15_2.bmp	AV8BHarrier_1.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
312	Planes	StearmanPT13	4	3	2	StearmanPT13_3.bmp	RearwinSportster_2.bmp	CurtisP6E_1.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
313	Planes	C5Galaxy	3	4	1	C5Galaxy_4.bmp	BoeingC17Globemsater_1.bmp	BoeingC17Globemsater_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
314	Planes	StearmanPT13	4	2	3	StearmanPT13_2.bmp	Fairchild22_1.bmp	Fairchild22_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
315	Planes	707	1	4	2	707_4.bmp	md11_1.bmp	757_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
316	Planes	SU47	5	2	2	SU47_2.bmp	ChengduJ10_1.bmp	MikoyanMiG29_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
317	Planes	717	2	4	1	717_4.bmp	727_1.bmp	737_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
318	Planes	T6Texan	6	3	1	T6Texan_3.bmp	LavochkinLa9_1.bmp	LavochkinLa9_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
319	Planes	707	1	3	1	707_3.bmp	767_2.bmp	md11_1.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
320	Planes	717	2	2	3	717_2.bmp	airbus_1.bmp	airbus_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
321	Planes	C5Galaxy	3	2	2	C5Galaxy_2.bmp	BoeingC17Globemsater_2.bmp	C141Starlifter_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
322	Planes	StearmanPT13	4	4	2	StearmanPT13_4.bmp	FairchildFC2_1.bmp	FairchildFC2_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
323	Planes	C5Galaxy	3	3	2	C5Galaxy_3.bmp	BoeingC17Globemsater_1.bmp	C141Starlifter_5.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
324	Planes	717	2	3	1	717_3.bmp	777_1.bmp	777_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
325	Planes	707	1	2	2	707_2.bmp	757_2.bmp	767_1.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
326	Planes	T6Texan	6	2	2	T6Texan_2.bmp	SeverskyP35_1.bmp	SeverskyP35_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
327	Planes	SU47	5	4	3	SU47_4.bmp	MikoyanMiG29_1.bmp	MikoyanMiG29_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
328	Planes	T6Texan	6	4	1	T6Texan_4.bmp	CACBoomerang_2.bmp	LavochkinLa9_1.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
329	Planes	SU47	5	3	1	SU47_3.bmp	ChengduJ10_1.bmp	X35JointStrikeFighter_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
330	Planes	StearmanPT13	4	3	2	StearmanPT13_3.bmp	Fairchild22_1.bmp	Fairchild22_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
331	Planes	C5Galaxy	3	4	3	C5Galaxy_4.bmp	C141Starlifter_4.bmp	C141Starlifter_1.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
332	Planes	StearmanPT13	4	2	1	StearmanPT13_2.bmp	AeroncaL3B_2.bmp	CurtisP6E_1.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
333	Planes	707	1	4	3	707_4.bmp	747_2.bmp	md11_2.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
334	Planes	SU47	5	2	2	SU47_2.bmp	AV8BHarrier_1.bmp	F15_1.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
335	Planes	717	2	4	3	717_4.bmp	727_2.bmp	747_1.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
336	Planes	T6Texan	6	3	2	T6Texan_3.bmp	CACBoomerang_1.bmp	NakajimaKi43_1.bmp	707_1.bmp	717_1.bmp	C5Galaxy_1.bmp	StearmanPT13_1.bmp	SU47_1.bmp	T6Texan_1.bmp	Different
337	WadingBirds	Black-crownedNight-Heron	1	1	1	Black-crownedNight-Heron02.bmp	LeastBittern09.bmp	GreenHeron09.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Same
338	WadingBirds	GreatBlueHeron	2	1	3	GreatBlueHeron03.bmp	GlossyIbis06.bmp	LittleBlueHeron03.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Same
339	WadingBirds	GreatEgret	3	1	2	GreatEgret04.bmp	LittleBlueHeron08.bmp	TricoloredHeron02.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Same
340	WadingBirds	Limpkin	4	1	1	Limpkin02.bmp	TricoloredHeron06.bmp	SandhillCrane03.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Same
341	WadingBirds	SnowyEgret	5	1	2	SnowyEgret05.bmp	CattleEgret04.bmp	CattleEgret01.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Same
342	WadingBirds	WoodStork	6	1	1	WoodStork04.bmp	WhiteIbis07.bmp	WhiteIbis02.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Same
343	WadingBirds	Black-crownedNight-Heron	1	1	1	Black-crownedNight-Heron02.bmp	LeastBittern07.bmp	Yellow-crownedNight-Heron06.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Same
344	WadingBirds	GreatBlueHeron	2	1	2	GreatBlueHeron03.bmp	LittleBlueHeron04.bmp	LittleBlueHeron06.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Same
345	WadingBirds	GreatEgret	3	1	3	GreatEgret04.bmp	SandhillCrane06.bmp	TricoloredHeron06.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Same
346	WadingBirds	Limpkin	4	1	2	Limpkin02.bmp	GreenHeron05.bmp	SandhillCrane04.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Same
347	WadingBirds	SnowyEgret	5	1	2	SnowyEgret05.bmp	CattleEgret05.bmp	LittleBlueHeron10.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Same
348	WadingBirds	WoodStork	6	1	1	WoodStork04.bmp	RoseateSpoonbill04.bmp	RoseateSpoonbill09.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Same
349	WadingBirds	Black-crownedNight-Heron	1	3	2	Black-crownedNight-Heron08.bmp	LeastBittern05.bmp	LeastBittern08.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
350	WadingBirds	GreatBlueHeron	2	2	2	GreatBlueHeron06.bmp	TricoloredHeron05.bmp	GreenHeron05.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
351	WadingBirds	GreatEgret	3	2	3	GreatEgret07.bmp	LittleBlueHeron05.bmp	LittleBlueHeron07.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
352	WadingBirds	Limpkin	4	4	1	Limpkin08.bmp	SandhillCrane04.bmp	SandhillCrane07.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
353	WadingBirds	GreatEgret	3	3	1	GreatEgret08.bmp	LittleBlueHeron04.bmp	LittleBlueHeron06.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
354	WadingBirds	GreatBlueHeron	2	3	2	GreatBlueHeron08.bmp	GlossyIbis04.bmp	GlossyIbis07.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
355	WadingBirds	Black-crownedNight-Heron	1	2	3	Black-crownedNight-Heron07.bmp	LeastBittern10.bmp	LeastBittern02.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
356	WadingBirds	WoodStork	6	2	1	WoodStork03.bmp	RoseateSpoonbill10.bmp	WhiteIbis03.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
357	WadingBirds	SnowyEgret	5	4	3	SnowyEgret10.bmp	ReddishEgret07.bmp	ReddishEgret08.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
358	WadingBirds	WoodStork	6	4	2	WoodStork08.bmp	RoseateSpoonbill04.bmp	WhiteIbis04.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
359	WadingBirds	SnowyEgret	5	3	3	SnowyEgret09.bmp	CattleEgret05.bmp	ReddishEgret04.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
360	WadingBirds	Limpkin	4	3	2	Limpkin06.bmp	RoseateSpoonbill07.bmp	SandhillCrane06.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
361	WadingBirds	GreatEgret	3	4	1	GreatEgret09.bmp	TricoloredHeron03.bmp	TricoloredHeron10.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
362	WadingBirds	Limpkin	4	2	2	Limpkin04.bmp	SandhillCrane05.bmp	GlossyIbis03.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
363	WadingBirds	Black-crownedNight-Heron	1	4	3	Black-crownedNight-Heron09.bmp	LeastBittern07.bmp	Yellow-crownedNight-Heron06.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
364	WadingBirds	SnowyEgret	5	2	2	SnowyEgret08.bmp	CattleEgret06.bmp	LittleBlueHeron10.bmp	Black-crownedNight-Heron02.bmp	GreatBlueHeron03.bmp	GreatEgret04.bmp	Limpkin02.bmp	SnowyEgret05.bmp	WoodStork04.bmp	Different
